id,code,name,date_start,date_end
c_tipodeduccion_032,032,Ajuste en Premios por puntualidad Gravado,2017-01-06,
c_tipodeduccion_033,033,Ajuste en Prima de Seguro de vida Exento,2017-01-06,
c_tipodeduccion_034,034,Ajuste en Seguro de Gastos Médicos Mayores Exento,2017-01-06,
c_tipodeduccion_035,035,Ajuste en Cuotas Sindicales Pagadas por el Patrón Gravado,2017-01-06,
c_tipodeduccion_036,036,Ajuste en Subsidios por incapacidad Exento,2017-01-06,
c_tipodeduccion_037,037,Ajuste en Becas para trabajadores y/o hijos Exento,2017-01-06,
c_tipodeduccion_038,038,Ajuste en Horas extra Exento,2017-01-06,
c_tipodeduccion_039,039,Ajuste en Horas extra Gravado,2017-01-06,
c_tipodeduccion_040,040,Ajuste en Prima dominical Exento,2017-01-06,
c_tipodeduccion_041,041,Ajuste en Prima dominical Gravado,2017-01-06,
c_tipodeduccion_042,042,Ajuste en Prima vacacional Exento,2017-01-06,
c_tipodeduccion_043,043,Ajuste en Prima vacacional Gravado,2017-01-06,
c_tipodeduccion_044,044,Ajuste en Prima por antigüedad Exento,2017-01-06,
c_tipodeduccion_045,045,Ajuste en Prima por antigüedad Gravado,2017-01-06,
c_tipodeduccion_046,046,Ajuste en Pagos por separación Exento,2017-01-06,
c_tipodeduccion_047,047,Ajuste en Pagos por separación Gravado,2017-01-06,
c_tipodeduccion_048,048,Ajuste en Seguro de retiro Exento,2017-01-06,
c_tipodeduccion_049,049,Ajuste en Indemnizaciones Exento,2017-01-06,
c_tipodeduccion_050,050,Ajuste en Indemnizaciones Gravado,2017-01-06,
c_tipodeduccion_051,051,Ajuste en Reembolso por funeral Exento,2017-01-06,
c_tipodeduccion_052,052,Ajuste en Cuotas de seguridad social pagadas por el patrón Exento,2017-01-06,
c_tipodeduccion_053,053,Ajuste en Comisiones Gravado,2017-01-06,
c_tipodeduccion_054,054,Ajuste en Vales de despensa Exento,2017-01-06,
c_tipodeduccion_055,055,Ajuste en Vales de restaurante Exento,2017-01-06,
c_tipodeduccion_056,056,Ajuste en Vales de gasolina Exento,2017-01-06,
c_tipodeduccion_057,057,Ajuste en Vales de ropa Exento,2017-01-06,
c_tipodeduccion_058,058,Ajuste en Ayuda para renta Exento,2017-01-06,
c_tipodeduccion_059,059,Ajuste en Ayuda para artículos escolares Exento,2017-01-06,
c_tipodeduccion_060,060,Ajuste en Ayuda para anteojos Exento,2017-01-06,
c_tipodeduccion_061,061,Ajuste en Ayuda para transporte Exento,2017-01-06,
c_tipodeduccion_062,062,Ajuste en Ayuda para gastos de funeral Exento,2017-01-06,
c_tipodeduccion_063,063,Ajuste en Otros ingresos por salarios Exento,2017-01-06,2026-03-01
c_tipodeduccion_064,064,Ajuste en Otros ingresos por salarios Gravado,2017-01-06,
c_tipodeduccion_065,065,"Ajuste en Jubilaciones, pensiones o haberes de retiro en una sola exhibición Exento",2018-10-15,
c_tipodeduccion_066,066,"Ajuste en Jubilaciones, pensiones o haberes de retiro en una sola exhibición Gravado",2018-10-15,
c_tipodeduccion_067,067,Ajuste en Pagos por separación Acumulable,2017-01-06,
c_tipodeduccion_068,068,Ajuste en Pagos por separación No acumulable,2017-01-06,
c_tipodeduccion_069,069,"Ajuste en Jubilaciones, pensiones o haberes de retiro en parcialidades Exento",2018-10-15,
c_tipodeduccion_070,070,"Ajuste en Jubilaciones, pensiones o haberes de retiro en parcialidades Gravado",2018-10-15,
c_tipodeduccion_071,071,Ajuste en Subsidio para el empleo (efectivamente entregado al trabajador),2017-01-06,
c_tipodeduccion_072,072,Ajuste en Ingresos en acciones o títulos valor que representan bienes Exento,2017-01-06,2018-10-14
c_tipodeduccion_073,073,Ajuste en Ingresos en acciones o títulos valor que representan bienes Gravado,2017-01-06,
c_tipodeduccion_074,074,Ajuste en Alimentación Exento,2017-01-06,
c_tipodeduccion_075,075,Ajuste en Alimentación Gravado,2017-01-06,
c_tipodeduccion_076,076,Ajuste en Habitación Exento,2017-01-06,
c_tipodeduccion_077,077,Ajuste en Habitación Gravado,2017-01-06,
c_tipodeduccion_078,078,Ajuste en Premios por asistencia,2017-01-06,
c_tipodeduccion_079,079,"Ajuste en Pagos distintos a los listados y que no deben considerarse como ingreso por sueldos, salarios o ingresos asimilados.",2017-01-06,
c_tipodeduccion_080,080,Ajuste en Viáticos gravados,2017-01-06,
c_tipodeduccion_081,081,Ajuste en Viáticos (entregados al trabajador),2017-01-06,
c_tipodeduccion_082,082,Ajuste en Fondo de ahorro Gravado,2017-01-06,
c_tipodeduccion_083,083,Ajuste en Caja de ahorro Gravado,2017-01-06,
c_tipodeduccion_084,084,Ajuste en Prima de Seguro de vida Gravado,2017-01-06,
c_tipodeduccion_085,085,Ajuste en Seguro de Gastos Médicos Mayores Gravado,2017-01-06,
c_tipodeduccion_086,086,Ajuste en Subsidios por incapacidad Gravado,2017-01-06,
c_tipodeduccion_087,087,Ajuste en Becas para trabajadores y/o hijos Gravado,2017-01-06,
c_tipodeduccion_088,088,Ajuste en Seguro de retiro Gravado,2017-01-06,
c_tipodeduccion_089,089,Ajuste en Vales de despensa Gravado,2017-01-06,
c_tipodeduccion_090,090,Ajuste en Vales de restaurante Gravado,2017-01-06,
c_tipodeduccion_091,091,Ajuste en Vales de gasolina Gravado,2017-01-06,
c_tipodeduccion_092,092,Ajuste en Vales de ropa Gravado,2017-01-06,
c_tipodeduccion_093,093,Ajuste en Ayuda para renta Gravado,2017-01-06,
c_tipodeduccion_094,094,Ajuste en Ayuda para artículos escolares Gravado,2017-01-06,
c_tipodeduccion_095,095,Ajuste en Ayuda para anteojos Gravado,2017-01-06,
c_tipodeduccion_096,096,Ajuste en Ayuda para transporte Gravado,2017-01-06,
c_tipodeduccion_097,097,Ajuste en Ayuda para gastos de funeral Gravado,2017-01-06,
c_tipodeduccion_098,098,Ajuste a ingresos asimilados a salarios gravados,2017-01-06,
c_tipodeduccion_099,099,Ajuste a ingresos por sueldos y salarios gravados,2017-01-06,
c_tipodeduccion_100,100,Ajuste en Viáticos exentos,2017-01-06,
c_tipodeduccion_101,101,ISR Retenido de ejercicio anterior,2017-12-05,
c_tipodeduccion_102,102,"Ajuste a pagos por gratificaciones, primas, compensaciones, recompensas u otros a extrabajadores derivados de jubilación en parcialidades, gravados",2018-10-15,
c_tipodeduccion_103,103,Ajuste a pagos que se realicen a extrabajadores que obtengan una jubilación en parcialidades derivados de la ejecución de una resolución judicial o de un laudo gravados,2018-10-15,
c_tipodeduccion_104,104,Ajuste a pagos que se realicen a extrabajadores que obtengan una jubilación en parcialidades derivados de la ejecución de una resolución judicial o de un laudo exentos,2018-10-15,
c_tipodeduccion_105,105,Ajuste a pagos que se realicen a extrabajadores que obtengan una jubilación en una sola exhibición derivados de la ejecución de una resolución judicial o de un laudo gravados,2018-10-15,
c_tipodeduccion_106,106,Ajuste a pagos que se realicen a extrabajadores que obtengan una jubilación en una sola exhibición derivados de la ejecución de una resolución judicial o de un laudo exentos,2018-10-15,
c_tipodeduccion_107,107,Ajuste al Subsidio Causado,2020-01-01,
c_tipodeduccion_108,108,Ajuste a días de descanso laborados gravados,2026-01-01,
c_tipodeduccion_109,109,Ajuste a días de descanso laborados exentos,2026-01-01,
c_tipodeduccion_110,110,Ajuste a días de descanso obligatorios laborados gravados,2026-01-01,
c_tipodeduccion_111,111,Ajuste a días de descanso obligatorios laborados exentos,2026-01-01,
c_tipodeduccion_112,112,Ajuste previsión social Art 93 fracciones VIII y IX LISR gravados,2025-12-17,
c_tipodeduccion_113,113,Ajuste previsión social Art 93 fracciones VIII y IX LISR exentos,2025-12-17,
c_tipodeduccion_114,114,"Ajuste a premios por concursos científicos, artísticos, literarios u otorgados por la federación Art 93 fracción XXIV LISR gravados",2026-06-12,
c_tipodeduccion_115,115,"Ajuste a premios por concursos científicos, artísticos, literarios u otorgados por la federación Art 93 fracción XXIV LISR exentos",2026-06-12,
